,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
20,0.0005959669748942057,0.000307003657023112,0.9866666666666667,0.9866310160427808,2,2,linear,"{'C': 2, 'gamma': 2, 'kernel': 'linear'}",1,1.0,0.9696969696969697,0.9607843137254902,1.0,1.0,0.9901960784313726,0.0001685947368012779,1.7886514283657545e-05,0.018576814560512946,0.012625388806224458
21,0.0015201568603515625,0.00036525726318359375,0.98,0.989998019409784,2,2,rbf,"{'C': 2, 'gamma': 2, 'kernel': 'rbf'}",10,0.9803921568627451,0.9797979797979798,0.9607843137254902,1.0,1.0,0.9901960784313726,0.0008603640249350134,1.8570139321562326e-06,0.015924659219017204,0.008248629202994184
22,0.00045482317606608075,0.0002911090850830078,0.9866666666666667,0.9866310160427808,2,4,linear,"{'C': 2, 'gamma': 4, 'kernel': 'linear'}",1,1.0,0.9696969696969697,0.9607843137254902,1.0,1.0,0.9901960784313726,1.6995675653203978e-05,1.1554490170394845e-05,0.018576814560512946,0.012625388806224458
23,0.0012450218200683594,0.00037670135498046875,0.98,0.9933650227767875,2,4,rbf,"{'C': 2, 'gamma': 4, 'kernel': 'rbf'}",10,1.0,0.98989898989899,0.9607843137254902,1.0,0.9791666666666666,0.9901960784313726,0.00022369008282823556,1.441594739707086e-05,0.016179144164088305,0.0046932048370262386
24,0.000663598378499349,0.0003457069396972656,0.9666666666666667,0.9800950683303625,4,0.125,linear,"{'C': 4, 'gamma': 0.125, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.0002808287722670726,5.991094090854242e-05,0.033333333333333354,0.014079614511078765
25,0.0005617141723632812,0.00042557716369628906,0.98,0.9800950683303625,4,0.125,rbf,"{'C': 4, 'gamma': 0.125, 'kernel': 'rbf'}",10,1.0,0.9696969696969697,0.9607843137254902,1.0,0.9791666666666666,0.9705882352941176,7.441511992998983e-05,0.0001363626442989348,0.016179144164088305,0.014079614511078765
26,0.0003647009531656901,0.00020726521809895834,0.9666666666666667,0.9800950683303625,4,0.25,linear,"{'C': 4, 'gamma': 0.25, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,6.198587573581372e-05,8.99132768232406e-07,0.033333333333333354,0.014079614511078765
27,0.0003655751546223958,0.0002186298370361328,0.9733333333333334,0.9800950683303625,4,0.25,rbf,"{'C': 4, 'gamma': 0.25, 'kernel': 'rbf'}",24,0.9803921568627451,0.9696969696969697,0.9607843137254902,1.0,0.9791666666666666,0.9705882352941176,1.276869441891595e-05,4.383272245132979e-06,0.009020673423841885,0.014079614511078765
28,0.0005199909210205078,0.00032838185628255207,0.9666666666666667,0.9800950683303625,4,0.5,linear,"{'C': 4, 'gamma': 0.5, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,5.731971397481588e-06,2.87386431883244e-05,0.033333333333333354,0.014079614511078765
29,0.0008306503295898438,0.00038131078084309894,0.98,0.9832640126757773,4,0.5,rbf,"{'C': 4, 'gamma': 0.5, 'kernel': 'rbf'}",10,0.9803921568627451,0.9595959595959596,0.9607843137254902,1.0,1.0,0.9901960784313726,0.000281899363514464,1.995544358808155e-05,0.015924659219017204,0.017207784516951524
30,0.00046761830647786457,0.00029842058817545575,0.9666666666666667,0.9800950683303625,4,1,linear,"{'C': 4, 'gamma': 1, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,2.367944500012338e-05,4.697646047634013e-06,0.033333333333333354,0.014079614511078765
31,0.0007886091868082682,0.0003560384114583333,0.9733333333333334,0.9767280649633591,4,1,rbf,"{'C': 4, 'gamma': 1, 'kernel': 'rbf'}",24,0.9803921568627451,0.9595959595959596,0.9411764705882353,1.0,1.0,0.9705882352941176,0.00018650006235688995,4.242793914810058e-05,0.024414717515722953,0.0170566653934917
32,0.0010081926981608074,0.00029548009236653644,0.9666666666666667,0.9800950683303625,4,2,linear,"{'C': 4, 'gamma': 2, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.0008176532949670972,1.8779488877051764e-05,0.033333333333333354,0.014079614511078765
33,0.0007786750793457031,0.00034769376118977863,0.9866666666666667,0.989998019409784,4,2,rbf,"{'C': 4, 'gamma': 2, 'kernel': 'rbf'}",1,1.0,0.9797979797979798,0.9607843137254902,1.0,1.0,0.9901960784313726,6.033481946155734e-05,1.5898942346539416e-05,0.018576814560512946,0.008248629202994184
34,0.0004780292510986328,0.0002723534901936849,0.9666666666666667,0.9800950683303625,4,4,linear,"{'C': 4, 'gamma': 4, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,4.7674575565421886e-05,4.8450946826372065e-05,0.033333333333333354,0.014079614511078765
35,0.0011111100514729817,0.0003428459167480469,0.98,0.9966329966329966,4,4,rbf,"{'C': 4, 'gamma': 4, 'kernel': 'rbf'}",10,1.0,0.98989898989899,0.9607843137254902,1.0,0.9791666666666666,1.0,3.992085574048321e-05,2.9085763787446233e-05,0.016179144164088305,0.004761661826172016
