,emojis,emoticons,favorites,followers,friends_count,listed_count,mention_count,neg_words,nightTime_count,pos_words,retweet_count,total_favourites_count,total_post
0,0.8411764705882353,0.37058823529411766,41.50588235294118,7417.0,512.0,12.0,0.9117647058823529,3.0823529411764707,0.2823529411764706,3.541176470588235,683.2882352941176,5566.0,170
1,1.4832535885167464,0.46411483253588515,5.416267942583732,419.0,271.0,1.0,1.2535885167464116,4.2009569377990434,0.33014354066985646,4.222488038277512,162.5645933014354,6541.0,418
2,0.1111111111111111,0.3888888888888889,1.1388888888888888,303.0,347.0,18.0,1.1666666666666667,3.638888888888889,0.4722222222222222,5.388888888888889,2.4722222222222223,225.0,36
3,0.1956521739130435,0.1793478260869565,2.6494565217391304,4289.0,1923.8641304347825,11.0,0.9103260869565217,2.0815217391304346,0.16304347826086957,2.0706521739130435,31.152173913043477,22043.0,368
4,0.0,0.28685996298581123,0.12338062924120913,542.0,534.0,7.0,0.7365823565700185,4.48673658235657,0.5206662553979026,5.288093769278223,0.03454657618753856,4612.0,1621
5,0.0,1.0,0.012903225806451613,370.0,7.0,1.0,0.0,1.0,0.05806451612903226,3.0,0.0064516129032258064,0.0,155
6,0.17886178861788618,0.5365853658536586,1.7804878048780488,2857.0,973.0,219.0,0.959349593495935,3.2601626016260163,0.13008130081300814,3.0569105691056913,2.934959349593496,8282.0,123
7,0.0,0.1111111111111111,0.1111111111111111,150.0,854.0,0.0,1.4444444444444444,4.0,0.5555555555555556,5.666666666666667,84.11111111111111,234.0,9
8,0.028,0.264,4.318,4323.0,3895.0,63.0,0.328,5.602,0.452,5.726,7.548,336.0,500
9,0.2247191011235955,0.3707865168539326,1.696629213483146,374.0,415.0,6.0,0.2247191011235955,2.865168539325843,0.24719101123595505,4.348314606741573,9.044943820224718,3810.0,89
10,0.4054794520547945,0.2136986301369863,0.7972602739726027,939.0,725.0,0.0,0.8465753424657534,2.504109589041096,0.3589041095890411,2.6410958904109587,1338.6520547945206,5311.0,365
11,0.15789473684210525,0.05263157894736842,3.473684210526316,1685.0,438.0,38.0,0.21052631578947367,1.0,0.15789473684210525,2.1578947368421053,0.15789473684210525,17377.0,19
12,1.0,0.05555555555555555,0.0,4142.0,370.0,25.0,1.2777777777777777,3.5,0.0,3.388888888888889,81400.55555555556,231.0,18
13,0.8763736263736264,0.20604395604395603,0.1510989010989011,1275.0,882.0,6.0,0.6785714285714286,2.447802197802198,0.5439560439560439,3.0934065934065935,3273.4793956043954,731.0,728
14,0.12203389830508475,0.25254237288135595,0.31186440677966104,132.0,272.0,2.0,0.40508474576271186,3.0033898305084747,0.43050847457627117,3.383050847457627,710.335593220339,801.0,590
