,emojis,emoticons,favorites,followers,friends_count,listed_count,mention_count,neg_words,nightTime_count,pos_words,retweet_count,total_favourites_count,total_post
0,0.0,0.25,0.5431034482758621,91.0,1.0,9.0,0.0,6.577586206896552,0.31896551724137934,7.2155172413793105,0.25862068965517243,0.0,116
1,0.0,0.18518518518518517,0.2222222222222222,495.0,287.0,14.0,0.5925925925925926,3.7037037037037037,0.2222222222222222,6.185185185185185,26.22222222222222,327.0,27
2,0.5666666666666667,0.5666666666666667,0.26666666666666666,53.0,318.0,4.0,0.1,7.2,0.3333333333333333,7.466666666666667,34.96666666666667,389.0,30
3,0.0,0.20754716981132076,0.22641509433962265,376.0,1607.0,3.0,1.9811320754716981,4.132075471698113,0.3584905660377358,4.716981132075472,101.18867924528301,3422.0,53
4,0.0,0.26666666666666666,0.06666666666666667,46.0,174.0,0.0,0.13333333333333333,5.333333333333333,0.4,8.133333333333333,0.4666666666666667,4.0,15
5,0.6306179775280899,0.23595505617977527,0.523876404494382,266.0,230.0,0.0,0.8174157303370787,3.2092696629213484,0.42837078651685395,3.6137640449438204,87.1432584269663,1132.0,712
6,0.0,0.2903225806451613,0.16129032258064516,78.0,126.0,2.0,0.4838709677419355,4.0,0.3870967741935484,4.612903225806452,21.483870967741936,442.0,31
7,0.02,0.29333333333333333,0.14,596.0,40.0,0.0,0.20666666666666667,4.28,0.12333333333333334,4.806666666666667,35.13333333333333,153.0,300
8,0.0,0.10101010101010101,0.045454545454545456,135.0,102.0,86.0,0.0,3.04040404040404,0.3888888888888889,3.0757575757575757,0.030303030303030304,1.0,198
9,0.19298245614035087,0.24561403508771928,0.5614035087719298,71.0,400.0,2.0,1.4210526315789473,4.0701754385964914,0.45614035087719296,3.8947368421052633,1289.4912280701753,548.0,57
10,0.0970873786407767,0.32524271844660196,0.014563106796116505,208.0,42.0,0.0,0.0,3.6601941747572817,0.0825242718446602,4.558252427184466,0.0,1874.0,206
11,0.48,0.18620689655172415,0.07793103448275862,324.0,343.0,4.0,0.5227586206896552,2.893103448275862,0.31103448275862067,3.8979310344827587,1139.866896551724,935.0,1450
12,0.04838709677419355,0.25268817204301075,0.15591397849462366,150.0,186.0,0.0,0.24731182795698925,4.150537634408602,0.7150537634408602,4.505376344086022,476.69354838709677,1523.0,186
13,0.5,0.2916666666666667,0.08333333333333333,110.0,247.0,2.0,0.7916666666666666,3.2083333333333335,0.625,4.083333333333333,1703.375,871.0,24
14,0.0,0.2545454545454545,0.32727272727272727,2590.0,1554.0,32.0,1.0,3.7636363636363637,0.2545454545454545,6.0181818181818185,0.4727272727272727,619.0,55
15,0.819672131147541,0.23497267759562843,1.6065573770491803,246.0,157.0,1.0,0.33879781420765026,3.010928961748634,0.3005464480874317,3.8961748633879782,36.885245901639344,1375.0,183
16,0.047619047619047616,0.07936507936507936,0.2857142857142857,52.0,55.0,0.0,0.9682539682539683,2.2698412698412698,0.36507936507936506,2.6825396825396823,275.6031746031746,588.0,63
17,0.47752808988764045,0.20224719101123595,0.14606741573033707,57.0,54.0,3.0,0.5674157303370787,3.8202247191011236,0.37640449438202245,4.814606741573034,2348.5898876404494,774.0,178
18,0.4666666666666667,0.2,0.05,230.0,419.0,4.0,0.8333333333333334,2.5166666666666666,0.55,3.716666666666667,15.15,12329.0,60
19,0.07339449541284404,0.1926605504587156,0.21100917431192662,48.0,60.0,1.0,0.24770642201834864,4.614678899082569,0.46788990825688076,5.256880733944954,84.59633027522936,245.0,109
20,0.011111111111111112,0.3111111111111111,0.24444444444444444,66.0,150.0,3.0,0.8111111111111111,5.0,0.3888888888888889,5.677777777777778,507.31111111111113,1194.0,90
21,0.0,0.1896551724137931,0.10344827586206896,200.0,20.0,13.0,0.1206896551724138,4.431034482758621,0.0,5.431034482758621,2.896551724137931,26.0,58
22,0.2916666666666667,0.125,0.25,84.0,154.0,0.0,1.375,5.75,0.4583333333333333,6.416666666666667,0.041666666666666664,190.0,24
23,0.004201680672268907,0.1092436974789916,0.24369747899159663,98.0,162.0,1.0,1.226890756302521,3.3487394957983194,0.4369747899159664,4.054621848739496,36.911764705882355,655.0,238
24,0.0,0.2867274569402229,0.19148936170212766,236.0,359.0,4.0,0.45288753799392095,6.580547112462006,0.53596757852077,8.239108409321176,0.08915906788247213,5.0,987
25,0.17777777777777778,0.2222222222222222,0.8444444444444444,293.0,260.0,1.0,0.7555555555555555,2.6444444444444444,0.28888888888888886,3.2444444444444445,1120.0222222222221,7816.0,45
26,0.3493150684931507,0.13013698630136986,0.1232876712328767,1291.0,1099.0,2.0,0.4931506849315068,2.6986301369863015,0.4794520547945205,3.4794520547945207,757.1369863013699,1292.0,146
27,0.27007299270072993,0.13138686131386862,0.9051094890510949,550.0,1040.0,4.0,0.8029197080291971,3.0291970802919708,0.31386861313868614,3.6204379562043796,853.1751824817518,7248.0,137
28,0.37777777777777777,0.13333333333333333,0.7722222222222223,217.0,190.0,11.0,0.38333333333333336,3.466666666666667,0.36666666666666664,4.7,26.52777777777778,8599.0,180
29,0.5373134328358209,0.16417910447761194,0.7611940298507462,435.0,278.0,6.0,0.6417910447761194,4.970149253731344,0.1044776119402985,7.507462686567164,3436.402985074627,15021.0,67
30,0.12149532710280374,0.1588785046728972,0.018691588785046728,387.0,546.0,0.0,0.8785046728971962,3.560747663551402,0.5887850467289719,4.906542056074766,1612.7196261682243,1717.0,107
31,0.032407407407407406,0.3333333333333333,0.4305555555555556,273.0,179.0,18.0,0.6157407407407407,5.944444444444445,0.49074074074074076,7.5,108.99074074074075,1934.0,216
32,0.19889502762430938,0.3259668508287293,1.2375690607734806,39.0,62.0,0.0,0.20994475138121546,5.585635359116022,0.6077348066298343,6.176795580110498,65.2817679558011,3586.0,181
33,0.043795620437956206,0.34306569343065696,0.145985401459854,225.0,374.0,5.0,0.48175182481751827,5.021897810218978,0.291970802919708,6.985401459854015,2.1386861313868613,387.0,137
34,0.014028056112224449,0.4028056112224449,0.26452905811623245,345.0,594.0,4.0,1.8016032064128256,3.963927855711423,0.1282565130260521,4.541082164328658,91.28256513026052,3650.0,499
35,0.0,0.18181818181818182,0.09090909090909091,370.0,342.0,1.0,0.0,3.0,0.36363636363636365,6.090909090909091,0.0,58.0,11
36,0.125,0.3125,0.3125,29.0,21.0,0.0,0.125,5.5,0.3125,6.625,3892.5625,10.0,16
37,0.2878787878787879,0.14393939393939395,0.030303030303030304,70.0,292.0,0.0,0.19696969696969696,2.4696969696969697,0.18181818181818182,3.0984848484848486,447.43939393939394,706.0,132
38,0.0,0.2,0.0,19.0,57.0,0.0,0.0,2.3,1.0,2.9,0.0,19.0,10
39,0.022222222222222223,0.26666666666666666,0.0,170.0,480.0,0.0,0.24444444444444444,4.177777777777778,0.4444444444444444,5.5777777777777775,2648.088888888889,196.0,45
40,0.0,0.2857142857142857,0.03571428571428571,17.0,36.0,2.0,0.25,5.678571428571429,0.0,5.928571428571429,0.03571428571428571,478.0,28
41,0.008849557522123894,0.2345132743362832,0.23008849557522124,607.0,665.0,23.0,0.5575221238938053,3.6106194690265485,0.7079646017699115,3.9646017699115044,220.30973451327435,4507.0,226
42,0.6428571428571429,0.3392857142857143,1.1785714285714286,647.0,804.0,4.0,0.6339285714285714,3.9107142857142856,0.5714285714285714,4.428571428571429,56.044642857142854,3918.0,112
43,0.6842105263157895,0.18421052631578946,1.9473684210526316,2711.0,868.0,59.0,0.4473684210526316,3.4210526315789473,0.47368421052631576,4.447368421052632,0.07894736842105263,26704.0,38
44,0.6666666666666666,0.14583333333333334,0.020833333333333332,570.0,319.0,4.0,0.3125,4.041666666666667,0.3541666666666667,4.5625,52.5,13.0,48
45,0.21052631578947367,0.0,0.15789473684210525,179.0,113.0,1.0,0.631578947368421,4.2105263157894735,0.42105263157894735,5.894736842105263,7845.578947368421,1520.0,19
46,0.9487179487179487,0.10256410256410256,0.0,168.0,650.0,2.0,1.435897435897436,4.128205128205129,0.23076923076923078,4.871794871794871,15232.97435897436,6108.0,39
47,0.6363636363636364,0.3181818181818182,0.11363636363636363,161.0,644.0,2.0,0.45454545454545453,3.3636363636363638,0.5454545454545454,4.454545454545454,37.52272727272727,257.0,44
48,0.0,0.13095238095238096,0.047619047619047616,830.0,1632.0,22.0,0.023809523809523808,1.619047619047619,0.3333333333333333,1.6428571428571428,56.714285714285715,211.0,84
49,0.07777777777777778,0.23333333333333334,0.3,83.0,96.0,1.0,0.8777777777777778,4.4,0.5777777777777777,5.855555555555555,2066.6,14.0,90
50,0.11940298507462686,0.291044776119403,0.17537313432835822,224.0,102.0,0.0,0.9216417910447762,4.757462686567164,0.35447761194029853,5.264925373134329,921.3283582089553,19083.0,268
51,0.32558139534883723,0.09593023255813954,0.15406976744186046,235.0,319.0,0.0,0.25,2.927325581395349,0.36046511627906974,3.4186046511627906,235.84011627906978,2132.0,344
52,0.275,0.25,0.375,149.0,115.0,0.0,0.5333333333333333,4.425,0.48333333333333334,5.008333333333334,4.766666666666667,4018.0,120
